timestamp;lum;confort
69681;721.49;5
69682;407.70260223048325;2
69683;1.0993500464252552;0
69684;127.95167286245353;0
69685;705.5;5
69686;465.3082636954503;2
69687;1.1561338289962826;0
69688;67.72423398328691;0
69689;740.5604089219331;5
69690;430.98514391829156;2
69691;0.20817843866171004;0
69692;31.2453531598513;0
69693;227.949860724234;1
69694;290.59479553903344;1
69695;1.0492107706592386;0
69696;33.55762081784387;0
69697;233.80669144981414;1
69698;146.86350974930363;0
69699;1.7490706319702602;0
69700;20.707520891364904;0
69701;204.2472118959108;1
69702;192.88115134633242;0
69703;3.3178438661710037;0
69704;26.1736304549675;0
69705;228.43215613382898;1
69706;70.20055710306407;0
69707;3.2546468401486988;0
69708;18.742565055762082;0
69709;427.0622098421541;2
69710;211.27044609665427;1
69711;5.478180129990715;0
69712;38.39033457249071;0
69713;396.49117920148564;1
69714;330.82620817843866;1
69715;5.74744661095636;0
69716;44.828066914498145;0
69717;385.0232342007435;1
69718;407.6954503249768;2
69719;2.586431226765799;0
69720;82.04085422469824;0
69721;350.22769516728624;1
69722;310.75208913649027;1
69723;0.9860594795539034;0
69724;55.19423791821561;0
69725;503.6434540389972;3
69726;152.1988847583643;0
69727;3.064066852367688;0
69728;172.03744939271255;0
69729;549.589219330855;3
69730;476.6954503249768;2
69731;135.5092936802974;0
69732;171.09758364312268;0
69733;503.00185701021354;3
69734;461.60315985130114;2
69735;135.5246053853296;0
69736;163.36802973977694;0
69737;289.7737704918033;1
69749;496.67543859649123;2
69750;232.0722891566265;1
69751;0.49536178107606677;0
69752;30.67006487488415;0
69753;320.9068441064639;1
69754;289.8584817244611;1
69755;0.10194624652455977;0
69756;17.58109360518999;0
69757;106.93784786641929;0
69758;61.795180722891565;0
69759;1.3308619091751621;0
69760;44.561860465116276;0
69761;418.6514869888476;2
69762;86.37047353760445;0
69763;0.9888475836431226;0
69764;31.355617455896006;0
69765;348.57806691449815;1
69766;84.16991643454038;0
69767;0.5840297121634169;0
69768;80.22490706319702;0
69769;443.8820798514392;2
69770;244.18994413407822;1
69771;100.70937790157846;0
69772;136.1078066914498;0
69773;419.7093779015785;2
69774;214.3624535315985;1
69775;0.5204460966542751;0
69776;25.70380687093779;0
69777;255.45167286245353;1
69778;254.78458681522747;1
69779;2.553903345724907;0
69780;26.972144846796656;0
69781;389.56412639405204;1
69782;244.2841225626741;1
69783;2.2983271375464684;0
69784;25.39925719591458;0
69785;238.96003717472118;1
69786;232.4577530176416;1
69787;3.145910780669145;0
69788;26.876508820798513;0
69789;239.12546468401487;1
69790;224.8774373259053;1
69791;3.2221189591078065;0
69792;28.38718662952646;0
69793;622.3968401486989;5
69794;416.80687093779017;2
69795;1.454460966542751;0
69796;90.53574744661096;0
69797;700.5092936802974;5
69798;403.00928505106776;2
69799;2.825278810408922;0
69800;55.143918291550605;0
69801;570.292750929368;4
69802;337.2081784386617;1
69803;0.9201485608170845;0
69804;30.24814126394052;0
69805;588.016713091922;4
69806;300.228624535316;1
69807;1.1253481894150419;0
69808;52.13197026022305;0
69809;605.263695450325;5
69810;309.1133828996283;1
69811;0.48746518105849584;0
69812;42.3317843866171;0
69813;581.1096654275093;4
69814;308.33611884865365;1
69815;0.525092936802974;0
69816;43.01857010213556;0
69817;571.6291821561339;4
69818;318.03156917363043;1
69819;0.25929368029739774;0
69820;42.32899628252788;0
69821;576.4679665738162;4
69822;712.4173913043478;5
69823;0.30236486486486486;0
69824;79.59870250231695;0
69825;379.43466172381835;1
69826;198.9239332096475;0
69827;0.1686746987951807;0
69828;60.81371640407785;0
69829;395.4328081556997;1
69830;72.96382189239333;0
69831;0.08619091751621873;0
69832;11.492122335495829;0
69833;400.87012987012986;2
69834;106.47173308619092;0
69835;1.1167747914735866;0
69836;39.566265060240966;0
69837;457.92949907235624;2
69838;165.87210379981465;0
69839;0.40963855421686746;0
69840;28.712696941612606;0
69841;256.0751391465677;1
69842;47.890639481000925;0
69843;1.7562557924003708;0
69844;22.979610750695088;0
69845;341.29499072356214;1
69846;106.29471733086191;0
69847;3.980537534754402;0
69848;40.02875695732838;0
69849;607.495829471733;5
69850;242.27154772937905;1
69851;4.144578313253012;0
69852;54.688311688311686;0
69853;372.12741312741315;1
69882;590.0;4
69889;334.0;1
69965;198.91118421052633;0
70029;240.6139954853273;1
70030;92.99721964782206;0
70031;5.802594995366079;0
70032;6.839666357738647;0
70033;171.3101851851852;0
70034;86.67191844300278;0
70035;6.098239110287303;0
70036;7.210379981464319;0
70037;175.97683039851714;0
70038;102.31139944392956;0
70039;8.137962962962963;0
70040;7.778498609823911;0
70041;77.89434661723818;0
70042;27.746987951807228;0
70043;7.645968489341984;0
70044;7.886005560704356;0
70045;41.553703703703704;0
70046;64.11306765523634;0
70047;7.1881371640407785;0
70048;8.577386468952733;0
70049;152.038256227758;0
70050;116.02873030583874;0
70051;7.5055555555555555;0
70052;8.763670064874884;0
70053;199.06950880444856;0
70054;125.07612781954887;0
70055;6.026876737720111;0
70056;7.168674698795181;0
70057;247.98703703703703;1
70058;70.87025023169602;0
70059;5.464318813716404;0
70060;7.074142724745134;0
70061;184.39666357738648;0
70062;91.13809082483782;0
70063;6.606116774791474;0
70064;7.816666666666666;0
70065;202.00463392029658;1
70066;52.506950880444855;0
70067;9.137164040778499;0
70068;9.072289156626505;0
70069;179.98794063079777;0
70070;74.13703703703703;0
70071;9.018535681186284;0
70072;14.09082483781279;0
70073;129.27525486561632;0
70074;72.2873030583874;0
70075;36.019462465245596;0
70076;37.239814814814814;0
70077;221.63021316033365;1
70078;147.99073215940686;0
70079;35.75996292863763;0
70080;36.74235403151066;0
70081;230.5877502944641;1
70113;235.05722891566265;1
70114;73.11214087117702;0
70115;12.949953660797034;0
70116;12.862835959221501;0
70117;97.80092592592592;0
70118;87.57238734419943;0
70119;12.131603336422614;0
70120;12.500463392029657;0
70121;216.5356811862836;1
70122;135.36978683966635;0
70123;11.406481481481482;0
70124;12.43651529193698;0
70125;171.3734939759036;0
70126;105.67006487488415;0
70127;12.025949953660797;0
70128;13.083410565338276;0
70129;200.31780055917986;1
70130;69.6987951807229;0
70131;12.531047265987025;0
70132;12.916589434661724;0
70133;150.56997219647823;0
70134;50.799814643188135;0
70135;10.427247451343836;0
70136;9.862962962962962;0
70137;179.03151065801669;0
70138;122.1631139944393;0
70139;10.144578313253012;0
70140;9.03336422613531;0
70141;206.3725671918443;1
70142;111.51388888888889;0
70143;9.253938832252086;0
70144;10.151065801668212;0
70145;188.48192771084337;0
70146;142.6598702502317;0
70147;9.353104726598703;0
70148;9.535681186283595;0
70149;106.71944444444445;0
70150;32.91010194624653;0
70151;5.437442075996293;0
70152;4.886005560704356;0
70153;192.64874884151993;0
70154;118.82761816496756;0
70155;3.724074074074074;0
70156;3.8739573679332717;0
70157;259.21501390176087;1
70158;192.69601482854495;0
70159;83.27803521779425;0
70160;83.93419833178869;0
70161;253.48888888888888;1
70162;202.74416433239963;1
70163;82.33834586466165;0
70164;82.83518518518518;0
70165;227.9805375347544;1
70166;208.10101946246525;1
70167;82.08063021316033;0
70168;82.84014869888476;0
70169;272.4244670991659;1
70170;139.64907407407406;0
70171;5.877664504170529;0
70172;6.833178869323447;0
70173;239.68118628359593;1
70174;185.32437442075997;0
70175;6.462962962962963;0
70176;7.495829471733086;0
70177;259.8489341983318;1
70178;114.83410565338276;0
70179;8.000926784059315;0
70180;8.020389249304912;0
70181;225.59166666666667;1
70182;144.17979610750695;0
70183;8.43002780352178;0
70184;14.168674698795181;0
70185;276.0650289017341;1
70186;173.00926784059314;0
70187;24.699074074074073;0
70188;26.0;0
70189;215.21594068582021;1
70190;109.77942539388323;0
70191;14.061167747914736;0
70192;7.756481481481481;0
70193;394.67562557924003;1
70194;121.06209453197405;0
70195;7.0120481927710845;0
70196;9.103799814643189;0
70197;179.89990732159407;0
70198;147.23796296296297;0
70199;5.414272474513439;0
70200;6.873957367933271;0
70201;154.87488415199257;0
70202;109.46153846153847;0
70203;5.944444444444445;0
70204;7.363299351251158;0
70205;107.3595922150139;0
70206;52.77942539388322;0
70207;7.4680259499536605;0
70208;7.4837812789620015;0
70209;81.475;0
70210;35.25393883225208;0
70211;8.065801668211307;0
70212;8.268767377201112;0
70213;185.92307692307693;0
70214;79.26481481481481;0
70215;6.634847080630213;0
70216;7.637627432808156;0
70217;196.86654309545875;0
70218;104.43401486988847;0
70219;4.378127896200185;0
70220;9.925;0
70221;141.3262279888786;0
70222;51.93141797961075;0
70223;3.2974976830398517;0
70224;4.771084337349397;0
70225;110.7388888888889;0
70226;35.72011121408712;0
70227;3.3290083410565336;0
70228;5.545875810936052;0
70229;89.02224281742355;0
70230;33.22613531047266;0
70231;5.031481481481482;0
70232;6.484708063021316;0
70233;66.95922150139018;0
70234;67.82113067655236;0
70235;8.010194624652456;0
70236;8.504170528266913;0
70237;99.79722222222222;0
70238;73.4504170528267;0
70239;7.59870250231696;0
70240;7.955514365152919;0
70241;83.1112140871177;0
70242;54.87685185185185;0
70243;5.758109360518999;0
70244;7.132530120481928;0
70245;86.13623725671918;0
70246;46.6274328081557;0
70247;4.60518999073216;0
70248;10.862037037037037;0
70249;252.65616311399444;1
70250;330.63670064874884;1
70251;2.809082483781279;0
70252;4.393883225208526;0
70253;247.09692451071763;1
70254;213.10009267840593;1
70255;3.278962001853568;0
70256;5.0278035217794255;0
70257;318.4185185185185;1
70258;250.74698795180723;1
70259;4.830398517145505;0
70260;6.157553290083411;0
70261;327.3178869323448;1
70262;256.0926784059314;1
70263;6.620945319740501;0
70264;7.32962962962963;0
70265;232.6339202965709;1
70266;225.7052826691381;1
70267;7.4198331788693235;0
70268;7.666666666666667;0
70269;135.49953660797036;0
70270;42.105555555555554;0
70271;5.0435588507877664;0
70272;6.7080630213160335;0
70273;351.82947173308617;1
70274;233.56904541241892;1
70275;4.514365152919369;0
70276;12.559259259259258;0
70277;177.71733086190918;0
70278;284.8758109360519;1
70279;4.842446709916589;0
70280;6.344763670064875;0
70281;376.2196478220575;1
70282;157.451343836886;0
70283;4.787962962962963;0
70284;7.017608897126969;0
70285;403.9944392956441;2
70286;194.12048192771084;0
70287;5.714550509731232;0
70288;7.03336422613531;0
70289;310.7611111111111;1
70290;338.44022242817425;1
70291;6.584800741427247;0
70292;7.229842446709917;0
70293;266.7006487488415;1
70294;84.86468952734013;0
70295;6.147222222222222;0
70296;7.353104726598702;0
70297;356.7516218721038;1
70298;340.3920296570899;1
70299;6.271547729379055;0
70300;8.001853568118628;0
70301;343.5138888888889;1
70302;149.47822057460613;0
70303;5.594068582020389;0
70304;9.803521779425393;0
70305;301.73493975903614;1
70306;142.7191844300278;0
70307;3.7083333333333335;0
70308;9.446709916589434;0
70309;409.4448563484708;2
70310;314.38461538461536;1
70311;2.5477293790546804;0
70312;4.296570898980537;0
70313;355.3531047265987;1
70314;355.7611111111111;1
70315;1.8934198331788694;0
70316;3.278962001853568;0
70317;246.3692022263451;1
70318;330.8480074142725;1
70319;5.666357738646895;0
70320;6.785185185185185;0
70321;398.0843373493976;1
70322;135.7784986098239;0
70323;5.911028730305839;0
70324;6.345690454124189;0
70325;276.0009267840593;1
70326;157.8972222222222;0
70327;4.114921223354958;0
70328;6.056533827618165;0
70329;146.44207599629286;0
70330;133.77479147358665;0
70331;4.876737720111214;0
70332;12.946296296296296;0
70333;438.578313253012;2
70334;287.4652455977757;1
70335;5.213160333642262;0
70336;7.607043558850788;0
70337;312.66913809082484;1
70338;223.0009259259259;1
70339;5.320667284522706;0
70340;7.52548656163114;0
70341;439.3855421686747;2
70342;206.83225208526414;1
70343;5.293790546802595;0
70344;8.866543095458757;0
70345;470.43796296296296;2
70346;380.57089898053755;1
70347;8.400370713623726;0
70348;10.992585727525487;0
70349;436.5838739573679;2
70350;427.41983317886934;2
70351;10.382407407407408;0
70352;13.460611677479147;0
70353;458.0055607043559;2
70354;501.44763670064873;3
70355;9.723818350324374;0
70356;12.167747914735866;0
70357;300.2373333333333;1
70358;478.71338912133893;2
70359;9.615384615384615;0
70360;10.133456904541243;0
70361;406.097312326228;2
70362;280.0268767377201;1
70363;10.613888888888889;0
70364;11.78962001853568;0
70365;514.5367441860465;3
70366;237.52177942539387;1
70367;9.554832713754648;0
70368;13.831325301204819;0
70369;530.4763670064875;3
70370;521.0926784059315;3
70371;10.524559777571826;0
70372;14.843518518518518;0
70373;587.5477293790547;4
70374;588.2798887859129;4
70375;6.138090824837813;0
70376;8.871177015755329;0
70377;449.68118628359593;2
70378;327.0565338276182;1
70379;4.726851851851852;0
70380;8.024096385542169;0
70381;389.72196478220576;1
70382;242.00463392029658;1
70383;4.475440222428174;0
70384;11.3660797034291;0
70385;587.8350324374421;4
70386;412.18425925925925;2
70387;4.278962001853568;0
70388;9.708989805375348;0
70389;382.3660797034291;1
70390;403.3595922150139;2
70391;4.942539388322521;0
70392;11.262962962962963;0
70393;429.55050973123264;2
70394;480.47636700648746;2
70395;3.979610750695088;0
70396;11.416126042632067;0
70397;465.628359592215;2
70398;331.5764596848934;1
70399;2.6212962962962965;0
70400;7.4040778498609825;0
70401;431.8127896200185;2
70402;360.75440222428176;1
70403;3.1371640407784986;0
70404;6.227062094531974;0
70405;342.5189990732159;1
70406;342.65555555555557;1
70407;3.6144578313253013;0
70408;10.804448563484709;0
70409;409.32159406858204;2
70410;453.4272474513438;2
70411;3.6663577386468953;0
70412;14.512962962962963;0
70413;644.8118628359592;5
70414;670.8368860055607;5
70415;2.216867469879518;0
70416;15.330861909175162;0
70417;744.2367688022284;5
70418;333.06111111111113;1
70419;2.2604263206672845;0
70420;16.683966635773864;0
70421;714.5829471733086;5
70422;630.5329008341057;5
70423;1.9490268767377201;0
70424;19.54722222222222;0
70425;566.5820203892494;4
70426;557.6543095458758;4
70427;2.676552363299351;0
70428;10.78962001853568;0
70429;698.3707136237257;5
70430;257.06388888888887;1
70431;5.472659870250232;0
70432;14.562557924003707;0
70433;650.2613531047266;5
70434;338.46802594995364;1
70435;6.639814814814815;0
70436;19.253012048192772;0
70437;666.7664504170529;5
70438;208.25023169601482;1
70439;5.610750695088044;0
70440;10.315106580166821;0
70441;295.09444444444443;1
70442;212.52641334569046;1
70443;7.424467099165894;0
70444;25.670991658943468;0
70445;740.967562557924;5
70446;595.4930491195552;4
70447;6.513888888888889;0
70448;33.41056533827618;0
70449;860.6867469879518;5
70450;671.1139944392957;5
70451;5.687673772011121;0
70452;24.76851851851852;0
70453;827.1890639481;5
70454;611.5393883225208;5
70455;4.0120481927710845;0
70456;11.88693234476367;0
70457;620.8322520852641;5
70458;262.2398148148148;1
70459;5.713623725671918;0
70460;24.507545671167595;0
70461;623.3670064874884;5
70462;326.7924003707136;1
70463;6.332715477293791;0
70464;89.1537037037037;0
70465;475.6533827618165;2
70466;165.2760223048327;0
70467;5.97126969416126;0
70468;34.66357738646895;0
70469;395.3290083410565;1
70470;81.60740740740741;0
70471;5.296570898980537;0
70472;114.89341983317887;0
70473;754.2752548656163;5
70474;281.34847080630215;1
70475;4.821130676552364;0
70476;67.6537037037037;0
70477;690.212233549583;5
70478;333.25671918443004;1
70479;3.680259499536608;0
70480;87.68303985171455;0
70481;778.0240740740741;5
70482;498.28359592215014;2
70483;3.857275254865616;0
70484;79.69416126042633;0
70485;564.9814643188137;4
70486;361.9740500463392;1
70487;6.9712962962962965;0
70488;92.76274328081557;0
70489;889.7630597014926;5
70490;576.6265060240963;4
70491;5.733086190917517;0
70492;58.46617238183503;0
70493;762.2416666666667;5
70494;353.1547729379055;1
70495;6.099165894346617;0
70496;94.45412418906395;0
70497;835.0166821130676;5
70498;602.0639481000927;5
70499;3.4504170528266913;0
70500;110.75648148148149;0
70501;949.8480074142725;4
70502;578.2103799814644;4
70503;2.8498609823911027;0
70504;115.58016682113067;0
70505;901.2020389249304;4
70506;367.39907407407406;1
70507;2.2798887859128825;0
70508;34.44578313253012;0
70509;373.79332715477295;1
70510;311.13809082483783;1
70511;1.9165894346617238;0
70512;53.14735866543096;0
70513;430.69444444444446;2
70514;257.3595922150139;1
70515;2.736793327154773;0
70516;11.50557620817844;0
70517;124.42817423540315;0
70518;69.49119555143652;0
70519;4.208333333333333;0
70520;67.17979610750695;0
70521;415.57182576459684;2
70522;241.48470806302132;1
70523;3.2038924930491195;0
70524;35.31047265987025;0
70525;350.09907407407405;1
70526;202.04819277108433;1
70527;2.8795180722891565;0
70528;76.35495829471733;0
70529;341.0240963855422;1
70530;260.8285449490269;1
70531;4.966666666666667;0
70532;51.02224281742354;0
70533;410.2789620018536;2
70534;314.99536607970344;1
70535;2.176088971269694;0
70536;53.12511584800741;0
70537;445.27222222222224;2
70538;189.6348470806302;0
70539;2.289156626506024;0
70540;45.16218721037998;0
70541;357.86561631139944;1
70542;164.85912882298425;0
70543;3.787037037037037;0
70544;76.65708989805375;0
70545;384.93883225208526;1
70546;210.7136237256719;1
70547;3.438368860055607;0
70548;52.68582020389249;0
70549;508.7861111111111;3
70550;641.8683966635774;5
70551;2.922150139017609;0
70552;157.2215013901761;0
70553;984.7961075069509;3
70554;687.8322520852641;5
70555;1.6055555555555556;0
70556;164.2863762743281;0
70557;991.6302131603336;3
70558;686.8665430954587;5
70559;0.9573679332715477;0
70560;224.0722891566265;1
70561;999.1333333333333;3
70562;673.112140871177;5
70563;0.6830398517145505;0
70564;175.3456904541242;0
70565;986.7849860982391;3
70566;686.9388322520853;5
70567;0.4351851851851852;0
70568;181.29286376274328;0
70569;997.6181649675625;3
70570;663.0491195551436;5
70571;0.3456904541241891;0
70572;147.52416356877325;0
70573;980.7497683039852;3
70574;590.3938832252086;4
70575;0.2954333643988816;0
70576;0.7132867132867133;0
70577;905.0285714285715;4
70578;267.53197405004636;1
70579;0.4740740740740741;0
70580;170.52177942539387;0
70581;977.5736793327155;3
70582;670.3447636700648;5
70583;0.1102873030583874;0
70584;62.76367006487489;0
70585;599.8990740740741;4
70586;204.03429101019464;1
70587;1.3883225208526413;0
70588;205.52548656163114;1
70589;947.6070435588508;4
70590;717.0305838739573;5
70591;1.2131603336422614;0
70592;205.3141797961075;1
70593;971.9648148148148;3
70594;376.61260426320666;1
70595;1.9267840593141798;0
70596;116.15291936978684;0
70597;893.3382761816497;5
70598;362.8183503243744;1
70599;1.6088971269694161;0
70600;53.300925925925924;0
70601;304.56811862835957;1
70602;250.62928637627434;1
70603;4.524559777571826;0
70604;170.8637627432808;0
70605;853.5848007414272;5
70606;287.7182576459685;1
70607;6.175;0
70608;156.44930232558139;0
70609;814.0509731232622;5
70610;398.2465245597776;1
70611;6.916589434661724;0
70612;215.85542168674698;1
70613;989.3;3
70614;474.545875810936;2
70615;5.7569573283859;0
70616;140.93975903614458;0
70617;771.4263206672845;5
70618;272.8192771084337;1
70619;7.205555555555556;0
70620;48.359592215013905;0
70621;361.93049119555144;1
70622;93.4244670991659;0
70623;8.220574606116775;0
70624;52.31788693234476;0
70625;811.6626506024096;5
70626;651.3148148148148;5
70627;5.822984244670992;0
