timestamp;co2;hum;lum;temp;confort
418090;365.42857142857144;42.166666666666664;839.35;22.909999999999997;4.9
418091;350.85;40.71666666666667;708.3944444444444;23.076333333333334;4.8
418092;361.1166666666667;40.15;802.977653631285;22.94733333333334;4.8
418093;351.8;39.13333333333333;785.2011173184358;23.269000000000002;4.5
418094;334.31666666666666;37.8;692.8611111111111;23.37333333333333;4.5
418095;237.56666666666666;36.733333333333334;159.43016759776538;22.97116666666666;3.7
418096;236.4;38.65;5.7;22.273000000000003;3.8
418097;234.11864406779662;40.3;0.6983240223463687;21.651694915254243;3.8
418098;236.0;42.43333333333333;0.9277777777777778;21.45033333333334;3.9
418099;233.36666666666667;45.85;0.9888268156424581;21.235333333333337;4.0
418100;234.55;48.016666666666666;0.9664804469273743;21.066333333333333;4.0
418101;237.38333333333333;49.95;1.1777777777777778;20.80650000000001;4.0
418102;234.5;51.516666666666666;1.1620111731843576;20.49383333333334;3.7
418103;234.01666666666668;52.083333333333336;1.3722222222222222;20.255499999999994;3.7
418104;234.16666666666666;52.03389830508475;1.1731843575418994;20.125500000000002;3.7
418105;235.51666666666668;52.833333333333336;1.5307262569832403;19.895166666666665;3.7
418106;237.41666666666666;53.18333333333333;1.4444444444444444;19.781499999999994;3.7
418107;318.7118644067797;54.2;34.01117318435754;19.887457627118643;3.7
418108;827.5166666666667;53.55;276.3666666666667;22.33683333333333;3.0
418109;1219.5333333333333;50.61666666666667;453.06145251396646;24.307000000000002;2.1
418110;531.4166666666666;49.483333333333334;486.72067039106145;22.192333333333337;4.0
418111;370.55;48.61666666666667;632.1777777777778;21.508833333333335;5.0
418112;352.6333333333333;46.28333333333333;628.0391061452514;21.74;5.0
418113;399.71666666666664;44.36666666666667;886.3444444444444;21.9335;4.9
418114;394.8666666666667;42.3;861.6256983240223;22.293000000000006;4.9
418115;367.0833333333333;41.95;737.4916201117319;22.494000000000003;4.8
418116;412.3666666666667;41.57627118644068;907.8055555555555;22.584406779661013;4.2
418117;320.81666666666666;40.21666666666667;565.5307262569833;22.76316666666666;4.6
418118;342.53333333333336;39.733333333333334;670.45;22.92183333333334;4.8
418119;329.3833333333333;38.6;637.4860335195531;23.663333333333334;4.5
418120;240.3050847457627;39.88333333333333;9.022346368715084;23.05099999999999;3.8
418121;241.76666666666668;41.75;0.5333333333333333;22.20616666666666;3.8
418122;241.7;42.233333333333334;0.5921787709497207;21.7035;3.9
418123;246.23333333333332;43.0;1.0833333333333333;21.483333333333334;3.9
418124;247.76666666666668;43.86666666666667;1.0;21.23916666666667;3.9
418125;247.0;44.9;1.5363128491620113;21.03116666666666;3.9
418126;250.83333333333334;45.389830508474574;1.3944444444444444;21.024067796610176;4.0
418127;254.41666666666666;46.0;1.329608938547486;20.900333333333336;4.0
