timestamp;temp;confort
5017090;24.178;4
5017091;24.040599999999998;4
5017092;24.098999999999997;4
5017093;24.031599999999994;4
5017094;24.0096;4
5017095;24.186;4
5017096;24.227600000000002;4
5017097;24.365000000000006;4
5017098;24.148200000000003;4
5017099;24.227200000000003;4
5017100;24.105199999999996;4
5017101;24.16280000000001;4
5017102;24.173599999999997;4
5017103;24.032999999999998;4
5017104;23.951;4
5017105;23.9302;4
5017106;23.963600000000007;4
5017107;23.9604;4
5017108;23.976200000000002;4
5017109;24.155399999999997;4
5017110;24.092399999999994;4
5017111;24.1798;4
5017112;24.1926;4
5017113;24.243;4
5017114;24.16;4
5017115;24.134199999999996;4
5017116;24.116399999999995;4
5017117;24.167399999999997;4
5017118;24.332399999999996;4
5017119;24.282000000000004;4
5017120;24.251400000000004;4
5017121;24.200199999999995;4
5017122;24.241799999999998;4
5017123;24.211599999999997;4
5017124;24.152083333333337;4
5017125;24.322;4
5017126;24.3096;4
5017127;24.3404;4
5017128;24.2416;4
5017129;24.255599999999994;4
5017130;24.281599999999997;4
5017131;24.267200000000003;4
5017132;24.286800000000003;4
5017133;24.281399999999998;4
5017134;24.2442;4
5017135;24.273000000000003;4
5017136;24.269399999999997;4
5017137;24.2134;4
5017138;24.1556;4
5017139;24.127799999999997;4
5017140;24.086199999999998;4
5017141;24.0574;4
5017142;23.899199999999997;4
5017143;23.918000000000003;4
5017144;23.694000000000003;4
5017145;23.766000000000005;4
5017146;23.730999999999998;4
5017147;23.609999999999996;4
5017148;23.568199999999997;4
5017149;23.556000000000004;4
5017150;23.482599999999998;4
5017151;23.412;4
5017152;23.376600000000003;4
5017153;23.2838;4
5017154;23.3216;4
5017155;23.132199999999997;5
5017156;23.159000000000006;5
5017157;23.136000000000003;5
5017158;23.1406;5
5017159;22.988999999999997;5
5017160;22.992400000000004;5
5017161;22.961599999999997;5
5017162;22.87;5
5017163;22.812;5
5017164;22.769599999999997;5
5017165;22.7552;5
5017166;22.759400000000007;5
5017167;22.6732;5
5017168;22.637800000000002;5
5017169;22.557000000000002;5
5017170;22.564799999999995;5
5017171;22.5658;5
5017172;22.574;5
5017173;22.4408;5
5017174;22.45568181818182;5
5017175;22.508399999999998;5
5017176;22.437800000000003;5
5017177;22.382;5
5017178;22.4;5
5017179;22.448799999999995;5
5017180;22.409000000000002;5
5017181;22.386799999999997;5
5017182;22.3554;5
5017183;22.297400000000003;5
5017184;22.279600000000002;5
5017185;22.2216;5
5017186;22.06645833333333;5
5017187;22.2014;5
5017188;22.192400000000003;5
5017189;22.136800000000004;5
5017190;22.180400000000006;5
5017191;22.160000000000004;5
5017192;22.078000000000007;5
5017193;22.183199999999996;5
5017194;22.0886;5
5017195;22.057999999999996;5
5017196;22.058200000000003;5
5017197;22.138800000000007;5
5017198;21.96140000000001;5
5017199;21.924;5
5017200;21.982;5
5017201;22.041999999999998;5
5017202;22.029600000000002;5
5017203;21.963599999999996;5
5017204;21.9292;5
5017205;21.898399999999995;5
5017206;21.966000000000005;5
5017207;21.9356;5
5017208;21.8508;5
5017209;21.8572;5
5017210;21.9056;5
5017211;21.805600000000005;5
5017212;21.806800000000003;5
5017213;21.759800000000006;5
5017214;21.733800000000002;5
5017215;21.77499999999999;5
5017216;21.8338;5
5017217;21.6206;5
5017218;21.413200000000007;5
5017219;21.347599999999996;5
5017220;21.456200000000003;5
5017221;21.4004;5
5017222;21.3136;5
5017223;21.338200000000008;5
5017224;21.338800000000003;5
5017225;21.377200000000002;5
5017226;21.288600000000006;5
5017227;21.228800000000007;5
5017228;21.225199999999994;5
5017229;21.3092;5
5017230;21.230200000000004;5
5017231;21.183200000000006;5
5017232;21.233800000000002;5
5017233;21.162799999999997;5
5017234;21.2098;5
5017235;21.191399999999998;5
5017236;21.1194;5
5017237;21.185600000000004;5
5017238;21.074400000000004;5
5017239;21.125200000000003;5
5017240;21.1588;5
5017241;21.088;5
5017242;21.103;5
5017243;21.032600000000002;5
5017244;21.087799999999998;5
5017245;21.110799999999998;5
5017246;21.0254;5
5017247;20.78020833333333;4
5017248;21.1092;5
