timestamp;hum;confort
69681;40.84848484848485;3
69682;38.794444444444444;3
69683;48.30833333333333;5
69684;52.73816155988858;5
69685;45.5;5
69686;40.289693593314766;3
69687;44.22841225626741;4
69688;47.583333333333336;5
69689;49.62116991643454;5
69690;44.05292479108635;4
69691;52.03888888888889;5
69692;56.317548746518106;4
69693;46.68888888888889;5
69694;38.66295264623955;3
69695;42.710306406685234;4
69696;44.81111111111111;4
69697;40.50696378830084;3
69698;43.73259052924791;4
69699;46.66111111111111;5
69700;46.682451253481894;5
69701;42.674094707520894;4
69702;37.25277777777778;3
69703;41.266666666666666;3
69704;41.626740947075206;3
69705;43.608333333333334;4
69706;48.82451253481894;5
69707;52.041666666666664;5
69708;56.3983286908078;4
69709;54.710306406685234;5
69710;53.925;5
69711;56.11388888888889;4
69712;53.92479108635097;5
69713;47.18055555555556;5
69714;38.1949860724234;3
69715;41.96388888888889;3
69716;48.061281337047355;5
69717;44.67130919220056;4
69718;33.891666666666666;2
69719;42.93593314763231;4
69720;45.949860724233986;5
69721;41.80277777777778;3
69722;33.90807799442897;2
69723;44.1866295264624;4
69724;54.21666666666667;5
69725;50.231197771587745;5
69726;46.516666666666666;5
69727;51.28412256267409;5
69728;53.68996960486322;5
69729;49.796657381615596;5
69730;39.99166666666667;3
69731;48.136490250696376;5
69732;53.07222222222222;5
69733;49.36768802228412;5
69734;34.541666666666664;2
69735;44.33147632311978;4
69736;58.00555555555555;3
69737;59.80295566502463;3
69749;46.94736842105263;5
69750;47.47222222222222;5
69751;51.78611111111111;5
69752;51.362116991643454;5
69753;50.01416430594901;5
69754;44.15774647887324;4
69755;50.59722222222222;5
69756;56.31111111111111;4
69757;55.15320334261838;4
69758;52.71388888888889;5
69759;53.205555555555556;5
69760;52.634078212290504;5
69761;50.06111111111111;5
69762;53.33704735376045;5
69763;62.28412256267409;3
69764;66.03055555555555;2
69765;64.67966573816156;2
69766;66.99722222222222;2
69767;68.07777777777778;2
69768;69.85515320334262;2
69769;66.92222222222222;2
69770;61.32033426183844;3
69771;62.202777777777776;3
69772;61.16155988857939;3
69773;58.298050139275766;3
69774;52.73888888888889;5
69775;56.04735376044568;4
69776;53.83565459610028;5
69777;51.34166666666667;5
69778;48.32311977715877;5
69779;44.34166666666667;4
69780;54.37883008356546;5
69781;55.008356545961;4
69782;40.81666666666667;3
69783;38.68523676880223;3
69784;40.08888888888889;3
69785;36.519444444444446;2
69786;32.84679665738162;2
69787;40.22222222222222;3
69788;41.57660167130919;3
69789;40.16991643454039;3
69790;37.11388888888889;3
69791;42.373259052924794;4
69792;43.672222222222224;4
69793;46.17777777777778;5
69794;47.459610027855156;5
69795;53.18333333333333;5
69796;50.75487465181058;5
69797;53.94707520891365;5
69798;45.644444444444446;5
69799;48.401114206128135;5
69800;51.428969359331475;5
69801;51.06388888888889;5
69802;43.00278551532033;4
69803;52.605555555555554;5
69804;54.72701949860724;5
69805;49.97222222222222;5
69806;46.66295264623955;5
69807;49.522222222222226;5
69808;51.089136490250695;5
69809;50.858333333333334;5
69810;43.710306406685234;4
69811;49.13370473537604;5
69812;53.35;5
69813;53.980555555555554;5
69814;53.147632311977716;5
69815;58.4;3
69816;61.022284122562674;3
69817;58.330555555555556;3
69818;54.58774373259053;5
69819;59.1866295264624;3
69820;59.76601671309192;3
69821;53.50139275766017;5
69822;51.8974358974359;5
69823;54.59390862944162;5
69824;55.59444444444444;4
69825;52.16388888888889;5
69826;50.388888888888886;5
69827;53.9025069637883;5
69828;54.708333333333336;5
69829;50.763888888888886;5
69830;51.022222222222226;5
69831;54.43888888888889;5
69832;51.41782729805014;5
69833;47.81666666666667;5
69834;47.43333333333333;5
69835;50.044444444444444;5
69836;52.03611111111111;5
69837;49.637883008356546;5
69838;46.56111111111111;5
69839;54.55277777777778;5
69840;56.15833333333333;4
69841;54.55555555555556;5
69842;51.46388888888889;5
69843;50.20891364902507;5
69844;47.25277777777778;5
69845;46.43888888888889;5
69846;48.12222222222222;5
69847;50.61666666666667;5
69848;51.358333333333334;5
69849;48.388888888888886;5
69850;44.40389972144847;4
69851;49.725;5
69852;49.955555555555556;5
69853;49.96511627906977;5
69882;31.0;2
69965;31.9672131147541;2
70029;30.52027027027027;2
70030;32.8050139275766;2
70031;36.30555555555556;2
70032;41.275;3
70033;41.87777777777778;3
70034;32.65555555555556;2
70035;35.388888888888886;2
70036;32.37222222222222;2
70037;30.924791086350975;2
70038;30.008333333333333;2
70039;30.602777777777778;2
70040;35.31111111111111;2
70041;38.625;3
70042;40.68888888888889;3
70043;41.263888888888886;3
70044;42.986111111111114;4
70045;42.139275766016716;4
70046;39.269444444444446;3
70047;37.891666666666666;3
70048;36.78333333333333;2
70049;34.42513368983957;2
70050;30.122222222222224;2
70051;30.719444444444445;2
70052;30.32590529247911;2
70053;30.025;2
70054;33.04788732394366;2
70055;42.03611111111111;4
70056;51.30277777777778;5
70057;47.608333333333334;5
70058;44.65;4
70059;47.47353760445682;5
70060;45.90833333333333;5
70061;38.725;3
70062;35.93333333333333;2
70063;38.65277777777778;3
70064;38.09444444444444;3
70065;34.825;2
70066;34.17270194986072;2
70067;35.01111111111111;2
70068;34.68333333333333;2
70069;33.96388888888889;2
70070;37.361111111111114;3
70071;41.102777777777774;3
70072;41.263888888888886;3
70073;39.31388888888889;3
70074;46.166666666666664;5
70075;45.516666666666666;5
70076;39.65277777777778;3
70077;33.60724233983287;2
70078;32.74722222222222;2
70079;35.294444444444444;2
70080;34.94722222222222;2
70081;32.996466431095406;2
70113;43.9009009009009;4
70114;45.12777777777778;5
70115;46.53611111111111;5
70116;47.16111111111111;5
70117;48.794444444444444;5
70118;54.63976945244957;5
70119;59.63055555555555;3
70120;58.09166666666667;3
70121;60.30277777777778;3
70122;57.019444444444446;4
70123;56.875;4
70124;54.523676880222844;5
70125;52.272222222222226;5
70126;55.25833333333333;4
70127;55.40833333333333;4
70128;53.486111111111114;5
70129;51.470588235294116;5
70130;52.013888888888886;5
70131;59.95;3
70132;60.43732590529248;3
70133;59.72222222222222;3
70134;67.48611111111111;2
70135;71.76944444444445;1
70136;72.81111111111112;1
70137;71.21944444444445;1
70138;63.486111111111114;2
70139;64.68523676880223;2
70140;69.30277777777778;2
70141;65.48611111111111;2
70142;57.87222222222222;4
70143;56.93611111111111;4
70144;57.93611111111111;4
70145;56.91643454038997;4
70146;53.71944444444444;5
70147;55.55277777777778;4
70148;56.022222222222226;4
70149;52.06944444444444;5
70150;46.858333333333334;5
70151;46.19722222222222;5
70152;47.60445682451253;5
70153;49.31388888888889;5
70154;47.84722222222222;5
70155;47.375;5
70156;43.43333333333333;4
70157;40.06944444444444;3
70158;39.83844011142061;3
70159;42.5;4
70160;43.705555555555556;4
70161;38.69444444444444;3
70162;38.2;3
70163;42.23076923076923;4
70164;42.72222222222222;4
70165;40.26111111111111;3
70166;38.397222222222226;3
70167;40.897222222222226;3
70168;38.522346368715084;3
70169;34.23888888888889;2
70170;33.96944444444444;2
70171;37.37777777777778;3
70172;38.93888888888889;3
70173;37.730555555555554;3
70174;36.391666666666666;2
70175;37.041782729805014;3
70176;35.08611111111111;2
70177;33.56388888888889;2
