timestamp;co2;confort
418090;326.5238095238095;5
418091;332.06111111111113;5
418092;323.53333333333336;5
418093;317.4222222222222;5
418094;313.14444444444445;5
418095;278.8277777777778;5
418096;276.4611111111111;5
418097;274.6666666666667;5
418098;275.6722222222222;5
418099;274.5833333333333;5
418100;276.5888888888889;5
418101;277.3;5
418102;272.8611111111111;5
418103;274.10555555555555;5
418104;274.34444444444443;5
418105;275.59444444444443;5
418106;275.45;5
418107;348.68926553672316;5
418108;947.2166666666667;2
418109;1307.9;0
418110;606.0666666666667;3
418111;368.9222222222222;5
418112;347.93888888888887;5
418113;343.1222222222222;5
418114;342.75555555555553;5
418115;337.6;5
418116;357.7944444444444;5
418117;323.6222222222222;5
418118;320.78333333333336;5
418119;313.97222222222223;5
418120;281.59322033898303;5
418121;279.4555555555556;5
418122;281.6777777777778;5
418123;284.93888888888887;5
418124;287.8777777777778;5
418125;287.5388888888889;5
418126;289.55;5
418127;295.8833333333333;5
418128;306.5;5
418129;316.55555555555554;5
418130;319.01666666666665;5
418131;328.2055555555556;5
418132;360.6777777777778;5
418133;392.3888888888889;5
418134;440.31111111111113;4
418135;410.3276836158192;4
418136;366.7944444444444;5
418137;461.6722222222222;4
418138;715.1055555555556;3
418139;670.6555555555556;3
418140;389.64444444444445;5
418141;368.93888888888887;5
418142;525.95;4
418143;469.15;4
418144;346.47777777777776;5
418145;325.89830508474574;5
418146;327.6388888888889;5
418147;333.01666666666665;5
418148;323.3722222222222;5
418149;309.18888888888887;5
418150;298.6611111111111;5
418151;294.35555555555555;5
418152;296.7111111111111;5
418153;295.81666666666666;5
418154;305.84180790960454;5
418155;304.43333333333334;5
418156;310.1277777777778;5
418157;529.9055555555556;4
418158;499.97777777777776;4
418159;448.49444444444447;4
418160;376.85;5
418161;295.8833333333333;5
418162;480.7111111111111;4
418163;749.3277777777778;3
418164;629.9277777777778;3
418165;471.94350282485874;4
418166;392.5444444444444;5
418167;297.78333333333336;5
418168;286.7388888888889;5
418169;286.6666666666667;5
418170;287.25;5
418171;280.03333333333336;5
418172;280.1166666666667;5
418173;279.60555555555555;5
418174;279.5;5
418175;278.9111111111111;5
418176;280.97222222222223;5
418177;280.9555555555556;5
418178;286.3833333333333;5
418179;280.21666666666664;5
418180;308.68926553672316;5
418181;565.6833333333333;4
418182;682.0222222222222;3
418183;627.4777777777778;3
418184;463.7111111111111;4
418185;330.9222222222222;5
418186;460.8222222222222;4
418187;642.6166666666667;3
418188;595.7777777777778;4
418189;482.9222222222222;4
418190;315.76666666666665;5
418191;281.02222222222224;5
418192;279.70621468926555;5
418193;273.6777777777778;5
418194;271.4611111111111;5
418195;269.94444444444446;5
418196;271.6388888888889;5
418197;272.1722222222222;5
418198;274.1;5
418199;272.96666666666664;5
418200;273.5722222222222;5
418201;276.1333333333333;5
418202;277.42937853107344;5
418203;276.1333333333333;5
418204;275.28333333333336;5
418205;278.8277777777778;5
418206;277.0777777777778;5
418207;275.30555555555554;5
418208;270.93333333333334;5
418209;272.56666666666666;5
418210;269.7944444444444;5
418211;270.01129943502826;5
418212;268.97777777777776;5
418213;271.97777777777776;5
418214;295.3388888888889;5
418215;269.22777777777776;5
418216;268.23333333333335;5
418217;268.6722222222222;5
418218;267.39444444444445;5
418219;269.19444444444446;5
418220;266.89444444444445;5
418221;265.6779661016949;5
418222;267.5388888888889;5
418223;267.74444444444447;5
418224;271.4;5
418225;269.8722222222222;5
418226;274.59444444444443;5
418227;273.26666666666665;5
418228;276.5111111111111;5
418229;276.9555555555556;5
418230;281.26553672316385;5
418231;278.5777777777778;5
418232;278.02222222222224;5
418233;274.22222222222223;5
418234;274.9166666666667;5
418235;267.49444444444447;5
418236;268.25;5
418237;267.1277777777778;5
418238;266.68333333333334;5
418239;267.8;5
418240;267.31111111111113;5
418241;271.4406779661017;5
418242;271.3333333333333;5
418243;270.59444444444443;5
418244;272.2944444444444;5
418245;272.6777777777778;5
418246;278.90555555555557;5
418247;280.7055555555556;5
418248;287.53333333333336;5
418249;293.0833333333333;5
418250;299.47777777777776;5
418251;288.59444444444443;5
418252;289.60555555555555;5
418253;290.8222222222222;5
418254;814.7055555555555;2
418255;1431.2666666666667;0
418256;766.5875706214689;3
418257;347.25;5
418258;306.8777777777778;5
418259;300.77222222222224;5
418260;285.50555555555553;5
418261;288.21666666666664;5
418262;286.5722222222222;5
418263;275.1;5
418264;275.2611111111111;5
418265;277.76666666666665;5
418266;280.3277777777778;5
418267;279.77222222222224;5
418268;278.8022598870057;5
418269;275.8666666666667;5
418270;278.10555555555555;5
418271;275.4888888888889;5
418272;274.39444444444445;5
418273;274.06111111111113;5
418274;273.60555555555555;5
418275;275.0111111111111;5
418276;282.65;5
418277;311.1412429378531;5
418278;311.1166666666667;5
418279;284.8722222222222;5
418280;283.0444444444444;5
418281;280.93333333333334;5
418282;285.6777777777778;5
418283;290.3722222222222;5
418284;289.93888888888887;5
418285;311.85555555555555;5
418286;307.5888888888889;5
418287;276.8361581920904;5
418288;272.30555555555554;5
418289;274.3777777777778;5
418290;277.3611111111111;5
418291;279.60555555555555;5
418292;279.6111111111111;5
418293;280.31111111111113;5
418294;276.1611111111111;5
418295;276.6166666666667;5
418296;278.4555555555556;5
418297;277.8277777777778;5
418298;292.1111111111111;5
418299;305.21666666666664;5
418300;345.1166666666667;5
418301;323.7611111111111;5
418302;315.61581920903956;5
418303;487.8722222222222;4
418304;358.6166666666667;5
418305;322.5111111111111;5
418306;355.25555555555553;5
418307;324.55555555555554;5
418308;589.5944444444444;4
418309;846.4888888888889;2
418310;427.4111111111111;4
418311;331.8;5
418312;316.73333333333335;5
418313;321.1388888888889;5
418314;321.72222222222223;5
418315;323.3898305084746;5
418316;327.18888888888887;5
418317;326.3722222222222;5
418318;323.6;5
418319;319.56111111111113;5
418320;316.65555555555557;5
418321;313.06666666666666;5
418322;313.74444444444447;5
418323;382.6333333333333;5
418324;1385.2722222222221;0
418325;1926.9943502824858;0
418326;1576.85;0
418327;1111.2277777777779;1
418328;863.7888888888889;2
418329;600.85;3
418330;466.7055555555556;4
418331;418.56666666666666;4
418332;381.3333333333333;5
418333;514.7944444444445;4
418334;1108.3502824858756;1
418335;582.1555555555556;4
418336;392.30555555555554;5
418337;365.2888888888889;5
418338;363.56111111111113;5
418339;353.5888888888889;5
418340;352.0777777777778;5
418341;321.3722222222222;5
418342;315.09444444444443;5
418343;299.0388888888889;5
418344;293.9222222222222;5
418345;289.7055555555556;5
418346;289.49444444444447;5
418347;299.9166666666667;5
418348;364.5762711864407;5
418349;410.31666666666666;4
418350;1255.5388888888888;0
418351;1658.6055555555556;0
418352;1183.3166666666666;1
418353;571.4722222222222;4
418354;397.49444444444447;5
418355;329.6666666666667;5
418356;312.8222222222222;5
418357;302.85555555555555;5
418358;294.39444444444445;5
418359;287.76666666666665;5
418360;294.3388888888889;5
418361;309.51666666666665;5
418362;319.24858757062145;5
418363;326.7611111111111;5
418364;312.6666666666667;5
418365;319.26666666666665;5
418366;323.6666666666667;5
418367;332.47777777777776;5
418368;346.5503875968992;5
418369;355.3188405797101;5
418370;354.44444444444446;5
418371;367.52222222222224;5
418372;367.06666666666666;5
418373;336.81111111111113;5
418374;320.8;5
418375;313.52222222222224;5
418376;306.1;5
418377;306.4888888888889;5
418378;305.7570621468927;5
418379;306.8277777777778;5
418380;307.96666666666664;5
418381;327.27777777777777;5
418382;309.93333333333334;5
418383;286.0388888888889;5
418384;285.10555555555555;5
418385;284.3888888888889;5
418386;282.6611111111111;5
418387;280.14689265536725;5
418388;280.78333333333336;5
418389;284.30555555555554;5
418390;284.7944444444444;5
418391;287.9277777777778;5
418392;294.81111111111113;5
418393;298.55555555555554;5
418394;307.01666666666665;5
418395;310.03333333333336;5
418396;311.91525423728814;5
418397;312.72777777777776;5
418398;310.1777777777778;5
418399;313.96666666666664;5
418400;319.5888888888889;5
418401;318.65555555555557;5
418402;310.56111111111113;5
418403;305.78333333333336;5
418404;302.0444444444444;5
418405;329.5367231638418;5
418406;319.48333333333335;5
418407;286.02222222222224;5
418408;291.1666666666667;5
418409;302.47222222222223;5
418410;309.93333333333334;5
418411;318.64444444444445;5
418412;328.5777777777778;5
418413;330.8666666666667;5
418414;336.5777777777778;5
418415;338.0960451977401;5
418416;334.5;5
418417;314.43333333333334;5
418418;297.01666666666665;5
418419;292.48333333333335;5
418420;308.8222222222222;5
418421;317.93333333333334;5
418422;607.7055555555555;3
418423;807.2833333333333;2
418424;567.95;4
418425;376.75;5
418499;1007.2105263157895;1
418500;531.3055555555555;4
418501;398.2055555555556;5
418502;390.96666666666664;5
418503;427.19444444444446;4
418504;331.6666666666667;5
418505;297.47777777777776;5
418506;291.03333333333336;5
418507;287.93888888888887;5
418508;285.69444444444446;5
418509;284.98333333333335;5
418510;285.3388888888889;5
418511;287.8277777777778;5
418512;287.8666666666667;5
418513;288.96666666666664;5
418514;286.4611111111111;5
418515;298.9222222222222;5
418516;341.1777777777778;5
418517;361.4277777777778;5
418518;912.55;2
418519;1250.8166666666666;0
418520;605.7944444444445;3
418521;513.0222222222222;4
418522;887.253164556962;2
418523;694.0113636363636;3
418524;488.2705882352941;4
418525;409.15555555555557;4
418526;361.78333333333336;5
418527;319.5111111111111;5
418528;317.2888888888889;5
418529;326.8666666666667;5
418530;326.2944444444444;5
418531;315.3277777777778;5
418532;309.94444444444446;5
418533;310.8888888888889;5
418534;305.6;5
418535;299.34444444444443;5
418536;295.18333333333334;5
418537;293.8277777777778;5
418538;291.2;5
418539;293.9277777777778;5
418540;292.6666666666667;5
418541;292.8722222222222;5
418542;293.3722222222222;5
418543;288.1388888888889;5
418544;280.8222222222222;5
418545;276.9611111111111;5
418546;275.95;5
418547;276.85555555555555;5
418548;277.8666666666667;5
418549;275.49444444444447;5
418550;274.55555555555554;5
418551;274.6111111111111;5
418552;277.45762711864404;5
418553;280.71666666666664;5
418554;280.14444444444445;5
418555;279.43333333333334;5
418556;277.59444444444443;5
418557;280.45;5
418558;279.0111111111111;5
418559;279.81666666666666;5
418560;284.0388888888889;5
418561;289.65555555555557;5
418562;310.75555555555553;5
418563;313.8333333333333;5
418564;321.75555555555553;5
418565;321.51724137931035;5
418566;311.00555555555553;5
418567;303.94444444444446;5
418568;307.39444444444445;5
418569;299.4222222222222;5
418570;293.6166666666667;5
418571;288.9;5
418572;280.43888888888887;5
418573;279.1722222222222;5
418574;275.1525423728813;5
418575;275.03333333333336;5
418576;274.5444444444444;5
418577;276.6111111111111;5
418578;278.8388888888889;5
418579;283.27222222222224;5
418580;286.34444444444443;5
418581;287.6666666666667;5
418582;288.03333333333336;5
418583;286.271186440678;5
418584;283.48333333333335;5
418585;282.05555555555554;5
418586;284.5777777777778;5
418587;287.5111111111111;5
418588;295.5777777777778;5
418589;303.68888888888887;5
418590;582.1277777777777;4
418591;843.6555555555556;2
418592;560.0888888888888;4
418593;322.9039548022599;5
418594;338.8;5
418595;281.3;5
418596;284.55555555555554;5
418597;282.2944444444444;5
418598;283.2888888888889;5
418599;283.1277777777778;5
418600;287.64444444444445;5
418601;294.5722222222222;5
418602;299.10555555555555;5
418603;299.1242937853107;5
418604;298.5777777777778;5
418605;301.9277777777778;5
418606;303.27222222222224;5
418607;300.30555555555554;5
418608;303.6388888888889;5
418609;300.78333333333336;5
418610;295.85;5
418611;287.01666666666665;5
418612;290.2111111111111;5
418613;292.6214689265537;5
418614;294.4888888888889;5
418615;291.52222222222224;5
418616;298.45;5
418617;292.80555555555554;5
418618;294.0111111111111;5
418619;308.2944444444444;5
418620;367.65555555555557;5
418621;332.21666666666664;5
418622;288.5762711864407;5
418623;288.09444444444443;5
418624;294.48333333333335;5
418625;286.40555555555557;5
418626;291.9;5
418627;306.19444444444446;5
418628;317.59444444444443;5
418629;326.9888888888889;5
418630;323.3722222222222;5
418631;322.4555555555556;5
418632;326.3954802259887;5
418633;324.71666666666664;5
418634;326.6111111111111;5
418635;412.27222222222224;4
418636;937.4388888888889;2
418637;1043.5444444444445;1
418638;782.6444444444444;3
418639;777.3666666666667;3
418640;569.4277777777778;4
418641;454.9719101123595;4
418642;383.91620111731845;5
418643;356.09444444444443;5
418644;787.4166666666666;3
418645;782.6277777777777;3
418646;502.46666666666664;4
418647;392.1111111111111;5
418648;352.4111111111111;5
418649;349.4166666666667;5
418650;359.97777777777776;5
418651;358.9277777777778;5
418652;356.76666666666665;5
418653;360.6111111111111;5
418654;366.8333333333333;5
418655;367.4277777777778;5
418656;370.80790960451975;5
418657;380.6166666666667;5
418658;392.8333333333333;5
418659;402.3333333333333;4
418660;456.05555555555554;4
418661;453.7055555555556;4
418662;632.0111111111111;3
418663;669.2277777777778;3
418664;450.98333333333335;4
418665;431.8611111111111;4
418666;587.1111111111111;4
418667;427.45;4
418668;283.7944444444444;5
418669;305.84444444444443;5
418670;308.5027932960894;5
418671;289.0280898876405;5
418672;298.1722222222222;5
418673;290.2944444444444;5
418674;287.3888888888889;5
418675;287.6388888888889;5
418676;289.2944444444444;5
418677;287.50555555555553;5
418678;280.15555555555557;5
418679;271.14444444444445;5
418680;262.9039548022599;5
418681;260.09444444444443;5
418682;262.46666666666664;5
418683;263.43888888888887;5
418684;267.0888888888889;5
418685;263.5888888888889;5
418686;790.8388888888888;3
418687;1039.7666666666667;1
418688;629.7555555555556;3
418689;316.97777777777776;5
418690;291.52542372881356;5
418691;291.53333333333336;5
418692;286.76666666666665;5
418693;298.7388888888889;5
418694;298.18333333333334;5
418695;284.25;5
418696;272.77777777777777;5
418697;270.28333333333336;5
418698;268.5777777777778;5
418699;268.31073446327684;5
418700;270.55;5
418701;272.47222222222223;5
418702;276.3777777777778;5
418703;276.1777777777778;5
418704;278.5888888888889;5
418705;283.48333333333335;5
418706;284.35;5
418707;287.65;5
418708;291.9277777777778;5
418709;293.090395480226;5
418710;292.56666666666666;5
418711;284.0777777777778;5
418712;279.1611111111111;5
418713;276.97222222222223;5
418714;274.72777777777776;5
418715;271.65555555555557;5
418716;271.35555555555555;5
418717;290.56666666666666;5
418718;289.85310734463275;5
418719;273.3277777777778;5
418720;280.23333333333335;5
418721;290.9555555555556;5
418722;299.10555555555555;5
418723;311.9611111111111;5
418724;319.14444444444445;5
418725;325.0722222222222;5
418726;312.3;5
418727;316.31666666666666;5
418728;328.1525423728813;5
418729;324.7611111111111;5
418730;336.30555555555554;5
418731;345.53333333333336;5
418732;345.2;5
418733;342.0722222222222;5
418734;324.3777777777778;5
418735;296.43888888888887;5
418736;286.27777777777777;5
418737;277.1722222222222;5
418738;274.59322033898303;5
418739;272.5722222222222;5
418740;271.81666666666666;5
418741;289.1;5
418742;286.1611111111111;5
418743;269.4888888888889;5
418744;273.1111111111111;5
418745;283.02777777777777;5
418746;286.7111111111111;5
418747;301.9277777777778;5
418748;296.3446327683616;5
418749;288.73333333333335;5
418750;286.44444444444446;5
418751;282.73333333333335;5
418752;282.6388888888889;5
418753;284.8888888888889;5
418754;283.6277777777778;5
418755;286.75;5
418756;300.3222222222222;5
418757;362.43502824858757;5
418758;801.9666666666667;2
418759;986.8555555555556;2
418760;527.7611111111111;4
418761;696.7555555555556;3
418762;1398.4555555555555;0
418763;1200.0833333333333;0
418764;490.18333333333334;4
418765;368.6722222222222;5
418766;343.39444444444445;5
418767;292.52542372881356;5
418768;289.0;5
418769;290.15;5
418770;296.9166666666667;5
418771;300.25555555555553;5
418772;305.3222222222222;5
418773;302.64444444444445;5
418774;298.9111111111111;5
418775;296.0444444444444;5
418776;290.98333333333335;5
418777;310.1;5
418778;340.0111111111111;5
