timestamp;co2;hum;lum;temp;confort
17420;271.352417302799;43.32442748091603;248.26604334891627;21.922264631043245;4.1000000000000005
17421;369.46870653685676;45.68893528183716;325.0116144018583;21.79575504523312;4.2
17422;366.20445062586924;48.32614742698192;309.84138411518813;23.395521557719015;3.9
17423;320.4193324061196;46.09533750869868;137.69902461681374;22.37472183588315;4.0
17424;322.26425591098746;43.93045897079277;104.004181184669;20.892593880389388;3.9
17425;237.58176757132915;41.965229485396385;105.28913144449605;19.448803894297633;3.2
17426;236.84005563282338;46.52712100139082;81.99953553181606;19.04220445062585;3.4
17427;335.35326842837276;55.2865090403338;165.66186716209938;19.41810716771054;3.3
17428;259.95410292072324;45.315020862308764;192.86762656758012;18.96307371349095;3.4
17429;326.6029207232267;42.38413361169102;210.07921022067364;19.250772442588737;3.4999999999999996
17430;568.9534075104311;41.46207376478775;186.006502554575;21.57733657858138;3.4000000000000004
17431;401.14534075104314;50.56189151599444;178.5599163957269;21.684798331015347;3.6
17432;288.1670220326937;47.77469793887704;336.86032724685793;21.971463068181855;4.2
17433;286.8622129436326;45.32614742698192;317.8074779377613;22.65322199025753;4.2
17434;368.2429078014184;58.65364120781528;209.1020166073547;21.208756660746026;4.0
17437;320.3337730870712;49.49472295514512;135.4297666226332;24.3689050131926;3.7
17438;399.03576437587657;49.043447792571826;159.00771568856675;24.097925718290092;3.7
17439;237.16886726893676;54.3453787352328;46.8973348783314;21.428978457261955;4.0
17440;252.28551532033427;54.57729805013928;137.6528810408922;20.982533054975658;4.0
17441;287.2990264255911;66.44753300903405;116.11794752728117;21.80773296244786;3.7
17442;263.68984700973573;65.07440890125174;217.2646375464684;22.184585942936685;3.9000000000000004
17443;433.31015299026427;57.05845511482255;192.72775842044135;22.993977746870687;3.5
17444;332.38595271210016;49.45827538247566;134.62610311193683;22.047858136300416;4.0
17445;295.6743215031315;47.217814892136396;165.7656758012076;20.21824756606394;3.7
17446;256.03198887343535;37.42251563585823;124.99256850905714;19.230577190542434;3.2
17447;263.44328462073764;40.306193458594294;123.52647468648398;18.8809388038943;3.2
17448;411.97566063977746;47.623349548297426;267.2405945192754;20.48908901251734;3.5
17449;370.84075104311546;49.684064022268615;299.1955411054343;20.05928322894918;3.9
17450;382.8372739916551;49.528511821974966;240.79238272178355;20.79785267546906;3.9
