timestamp;temp;confort
17420;21.922264631043245;5
17421;21.79575504523312;5
17422;23.395521557719015;4
17423;22.37472183588315;5
17424;20.892593880389388;5
17425;19.448803894297633;3
17426;19.04220445062585;3
17427;19.41810716771054;3
17428;18.96307371349095;3
17429;19.250772442588737;3
17430;21.57733657858138;5
17431;21.684798331015347;5
17432;21.971463068181855;5
17433;22.65322199025753;5
17434;21.208756660746026;5
17437;24.3689050131926;4
17438;24.097925718290092;4
17439;21.428978457261955;5
17440;20.982533054975658;5
17441;21.80773296244786;5
17442;22.184585942936685;5
17443;22.993977746870687;5
17444;22.047858136300416;5
17445;20.21824756606394;4
17446;19.230577190542434;3
17447;18.8809388038943;3
17448;20.48908901251734;4
17449;20.05928322894918;4
17450;20.79785267546906;4
17451;21.986910229645083;5
17452;21.754408901251733;5
17453;21.693122392211468;5
17454;22.40789839944328;5
17455;22.580796645702314;5
17456;23.21083333333335;4
17457;23.82400277970815;4
17458;22.541374999999995;5
17459;22.07391243919393;5
17460;20.337123002084777;4
17461;18.543189715079926;3
17462;18.444312500000038;3
17463;17.67703370786517;2
17470;19.57;4
17491;20.364554455445536;4
17507;18.89602955665025;3
17508;18.101118055555585;3
17509;16.610757470465575;1
17510;16.571881944444417;1
17511;17.57428769979149;2
17512;17.177861072902296;2
17513;17.664944211994413;2
17514;18.083467685892987;3
17515;17.598048611111114;2
17516;16.03205003474634;1
17517;15.928444444444429;0
17518;16.83150799166086;1
17519;16.996803335649698;1
17520;16.929300155520977;1
17528;13.48639744952179;0
17529;13.617282913165287;0
17530;14.420076441973562;0
17531;13.824986111111086;0
17532;13.188879610299256;0
17533;13.743794301598353;0
17534;15.001861111111081;0
17535;15.756805555555566;0
17536;15.234016678248796;0
17537;16.730861111111107;1
17538;19.10825573314797;3
17539;18.73012508686585;3
17540;18.507997208653197;3
17541;18.774291666666645;3
17542;18.04253824756609;3
17543;17.715895833333313;2
17544;16.562930555555557;1
17545;16.27226546212645;1
17546;17.694416475972552;2
17547;17.689867963863787;2
17548;17.10045865184152;2
17549;18.110618055555573;3
17550;17.871577484364114;2
17551;16.339826388888888;1
17552;15.98563585823489;0
17553;17.181861111111097;2
17554;18.563922114047287;3
17555;19.8140138888889;4
17556;19.89902710215429;4
17557;18.718048611111087;3
17558;16.78645833333333;1
17559;16.699742876997885;1
17560;18.055045170257134;3
17561;19.114083333333316;3
17562;20.09567060458649;4
17563;19.281863699582757;3
17564;18.874927032661553;3
17565;17.02655555555556;2
17566;16.568109798471173;1
17567;18.405006944444438;3
17568;18.630055555555565;3
17569;19.242147324530873;3
17570;18.90317361111109;3
17571;19.131521890201576;3
17572;17.932036136205692;2
17573;18.118361111111106;3
17574;18.03416261292563;3
17575;18.713409722222195;3
17576;19.95418055555555;4
17577;20.251139680333573;4
17578;20.748430555555558;4
17579;17.87980542043085;2
17580;17.05340972222223;2
17581;19.066052814454437;3
17582;18.633624999999977;3
17583;18.917526059763716;3
17584;18.585955524669917;3
17585;18.997868055555536;3
17586;16.183238359972254;1
17587;15.048256944444406;0
17588;14.386441973592811;0
17589;15.426020671834607;0
17590;14.8708478109798;0
17591;14.725615866388248;0
17592;14.026006944444473;0
17593;16.328617095204937;1
17594;18.226590277777795;3
17595;18.74747222222223;3
17596;18.882779708130617;3
17597;18.503106323836004;3
17598;18.880805555555582;3
17599;20.2775191104934;4
17600;19.328659722222195;3
17601;18.903425990271014;3
17602;19.07068055555555;3
17603;20.068055555555546;4
17604;20.422988186240406;4
17605;20.74798611111108;4
17606;20.657720639332865;4
17607;17.7960597637248;2
17608;16.985798611111115;1
17609;18.49277970813064;3
17610;17.541125781792914;2
17611;17.122159722222193;2
17612;17.47687282835299;2
17613;18.246604166666653;3
17614;17.037261987491295;2
17615;16.876717811874563;1
17616;17.878519805420414;2
17617;18.294030576789446;3
17618;19.2785902777778;3
