timestamp;hum;confort
-1;;0
418090;45.8;5
418091;44.46666666666667;4
418092;44.166666666666664;4
418093;42.88333333333333;4
418094;41.725;3
418095;41.8;3
418096;43.49583333333333;4
418097;45.483333333333334;5
418098;48.6625;5
418099;52.291666666666664;5
418100;54.19166666666667;5
418101;57.06666666666667;4
418102;59.05833333333333;3
418103;58.7875;3
418104;58.970464135021096;3
418105;59.604166666666664;3
418106;60.32083333333333;3
418107;61.19583333333333;3
418108;61.2;3
418109;58.66108786610879;3
418110;56.03333333333333;4
418111;53.55;5
418112;50.5625;5
418113;48.420833333333334;5
418114;45.9875;5
418115;46.44583333333333;5
418116;45.12658227848101;5
418117;43.875;4
418118;43.84166666666667;4
418119;43.704166666666666;4
418120;45.483333333333334;5
418121;46.67916666666667;5
418122;47.516666666666666;5
418123;48.90833333333333;5
418124;50.15;5
418125;51.2125;5
418126;52.17299578059072;5
418127;52.93333333333333;5
418128;53.725;5
418129;53.9;5
418130;54.291666666666664;5
418131;54.891666666666666;5
418132;54.7375;5
418133;54.3625;5
418134;53.93333333333333;5
418135;54.51054852320675;5
418136;53.65416666666667;5
418137;53.541666666666664;5
418138;52.6125;5
418139;50.71666666666667;5
418140;48.13333333333333;5
418141;46.80416666666667;5
418142;46.96666666666667;5
418143;46.1875;5
418144;47.99166666666667;5
418145;50.9789029535865;5
418146;53.4375;5
418147;55.2;4
418148;55.770833333333336;4
418149;57.608333333333334;4
418150;59.05833333333333;3
418151;59.675;3
418152;60.13389121338912;3
418153;60.65416666666667;3
418154;61.44303797468354;3
418155;61.85;3
418156;62.8875;3
418157;63.15416666666667;2
418158;61.7625;3
418159;58.52916666666667;3
418160;53.69166666666667;5
418161;51.604166666666664;5
418162;51.69583333333333;5
418163;50.96666666666667;5
418164;48.26160337552743;5
418165;44.891666666666666;4
418166;43.729166666666664;4
418167;41.541666666666664;3
418168;42.78333333333333;4
418169;45.520833333333336;5
418170;47.975;5
418171;49.82083333333333;5
418172;50.18333333333333;5
418173;49.81012658227848;5
418174;49.75416666666667;5
418175;50.704166666666666;5
418176;50.44583333333333;5
418177;50.62916666666667;5
418178;50.8;5
418179;51.975;5
418180;52.32083333333333;5
418181;52.325;5
418182;50.0337552742616;5
418183;46.87916666666667;5
418184;43.708333333333336;4
418185;42.045833333333334;4
418186;45.6625;5
418187;49.4125;5
418188;49.40416666666667;5
418189;45.854166666666664;5
418190;47.525;5
418191;50.40416666666667;5
418192;52.561181434599156;5
418193;53.458333333333336;5
418194;53.670833333333334;5
418195;53.55833333333333;5
418196;54.74476987447699;5
418197;55.34166666666667;4
418198;55.733333333333334;4
418199;56.1;4
418200;56.4625;4
418201;56.4;4
