timestamp;co2;confort
418090;365.42857142857144;5
418091;350.85;5
418092;361.1166666666667;5
418093;351.8;5
418094;334.31666666666666;5
418095;237.56666666666666;5
418096;236.4;5
418097;234.11864406779662;5
418098;236.0;5
418099;233.36666666666667;5
418100;234.55;5
418101;237.38333333333333;5
418102;234.5;5
418103;234.01666666666668;5
418104;234.16666666666666;5
418105;235.51666666666668;5
418106;237.41666666666666;5
418107;318.7118644067797;5
418108;827.5166666666667;2
418109;1219.5333333333333;0
418110;531.4166666666666;4
418111;370.55;5
418112;352.6333333333333;5
418113;399.71666666666664;5
418114;394.8666666666667;5
418115;367.0833333333333;5
418116;412.3666666666667;4
418117;320.81666666666666;5
418118;342.53333333333336;5
418119;329.3833333333333;5
418120;240.3050847457627;5
418121;241.76666666666668;5
418122;241.7;5
418123;246.23333333333332;5
418124;247.76666666666668;5
418125;247.0;5
418126;250.83333333333334;5
418127;254.41666666666666;5
418128;268.75;5
418129;276.9;5
418130;279.15;5
418131;290.1166666666667;5
418132;326.3666666666667;5
418133;360.73333333333335;5
418134;421.26666666666665;4
418135;413.93220338983053;4
418136;398.3666666666667;5
418137;473.65;4
418138;647.95;3
418139;635.4166666666666;3
418140;465.5833333333333;4
418141;424.0;4
418142;509.23333333333335;4
418143;407.5;4
418144;296.81666666666666;5
418145;278.7457627118644;5
418146;282.1333333333333;5
418147;288.51666666666665;5
418148;276.1666666666667;5
418149;262.8;5
418150;252.11666666666667;5
418151;252.03333333333333;5
418152;253.51666666666668;5
418153;250.85;5
418154;261.77966101694915;5
418155;260.56666666666666;5
418156;267.4166666666667;5
418157;464.78333333333336;4
418158;417.7;4
418159;382.18333333333334;5
418160;316.6166666666667;5
418161;252.18333333333334;5
418162;417.28333333333336;4
418163;637.5833333333334;3
418164;521.8833333333333;4
418165;421.8474576271187;4
418166;381.93333333333334;5
418167;252.85;5
418168;243.98333333333332;5
418169;246.13333333333333;5
418170;242.85;5
418171;240.15;5
418172;241.56666666666666;5
418173;237.33333333333334;5
418174;240.58333333333334;5
418175;237.2;5
418176;240.85;5
418177;241.26666666666668;5
418178;246.63333333333333;5
418179;239.3;5
418180;263.9491525423729;5
418181;517.0666666666667;4
418182;598.5666666666667;4
418183;536.2333333333333;4
418184;383.5;5
418185;281.0;5
418186;388.6;5
418187;524.0166666666667;4
418188;483.2;4
418189;422.0833333333333;4
418190;265.6333333333333;5
418191;238.05;5
418192;236.9322033898305;5
418193;232.55;5
418194;231.45;5
418195;228.93333333333334;5
418196;233.75;5
418197;231.95;5
418198;234.28333333333333;5
418199;232.15;5
418200;231.16666666666666;5
418201;234.08333333333334;5
418202;236.10169491525423;5
418203;237.1;5
418204;240.11666666666667;5
418205;241.3;5
418206;236.75;5
418207;234.75;5
418208;233.33333333333334;5
418209;239.36666666666667;5
418210;238.06666666666666;5
418211;234.5084745762712;5
