timestamp;hum;confort
1254272;42.166666666666664;4
1254273;41.15;3
1254274;40.85;3
1254275;40.15;3
1254276;40.35;3
1254277;40.1;3
1254278;40.0;3
1254279;39.7;3
1254280;39.05;3
1254281;38.65;3
1254282;38.25;3
1254283;38.1;3
1254284;37.05;3
1254285;36.3;2
1254286;36.5;2
1254287;37.4;3
1254288;37.95;3
1254289;38.9;3
1254290;39.1;3
1254291;39.55;3
1254292;40.2;3
1254293;41.15;3
1254294;41.75;3
1254295;42.2;4
1254296;43.35;4
1254297;44.8;4
1254298;45.95;5
1254299;46.8;5
1254300;47.4;5
1254301;48.05;5
1254302;48.6;5
1254303;49.15;5
1254304;49.9;5
1254305;50.8;5
1254306;51.1;5
1254307;51.65;5
1254308;51.8;5
1254309;52.05;5
1254310;52.15;5
1254311;52.05;5
1254312;51.95;5
1254313;52.0;5
1254314;52.1578947368421;5
1254315;52.6;5
1254316;52.95;5
1254317;52.95;5
1254318;53.1;5
1254319;53.2;5
1254320;53.25;5
1254321;53.45;5
1254322;53.8;5
1254323;55.35;4
1254324;54.3;5
1254325;53.6;5
1254326;52.75;5
1254327;51.95;5
1254328;50.8;5
1254329;49.1;5
1254330;49.0;5
1254331;49.55;5
1254332;49.9;5
1254333;49.2;5
1254334;48.6;5
1254335;48.05;5
1254336;47.4;5
1254337;46.15;5
1254338;45.3;5
1254339;44.9;4
1254340;44.3;4
1254341;43.9;4
1254342;43.25;4
1254343;42.1;4
1254344;41.55;3
1254345;41.5;3
1254346;41.6;3
1254347;42.75;4
1254348;42.1;4
1254349;41.7;3
1254350;40.89473684210526;3
1254351;40.6;3
1254352;40.05;3
1254353;40.0;3
1254354;39.95;3
1254355;39.9;3
1254356;39.35;3
1254357;38.8;3
1254358;38.55;3
1254359;38.45;3
1254360;39.0;3
1254361;40.0;3
1254362;40.65;3
1254363;41.45;3
1254364;41.9;3
1254365;41.9;3
1254366;42.1;4
1254367;41.9;3
1254368;42.7;4
1254369;42.6;4
1254370;43.0;4
1254371;43.4;4
1254372;43.5;4
1254373;44.0;4
1254374;44.1;4
1254375;44.8;4
1254376;44.9;4
1254377;45.0;4
1254378;45.2;5
1254379;45.21052631578947;5
1254380;45.75;5
1254381;45.85;5
1254382;46.1;5
1254383;46.05;5
1254384;46.5;5
1254385;46.6;5
1254386;46.95;5
1254387;46.9;5
1254388;46.95;5
1254389;46.95;5
1254390;47.15;5
1254391;47.45;5
1254392;47.55;5
1254393;47.4;5
1254394;47.95;5
1254395;47.9;5
1254396;48.2;5
1254397;48.0;5
1254398;48.15;5
1254399;48.65;5
1254400;48.7;5
1254401;48.55;5
1254402;48.85;5
1254403;49.1;5
1254404;49.6;5
1254405;50.1;5
1254406;50.8;5
1254407;50.94736842105263;5
1254408;51.1;5
1254409;50.9;5
1254410;50.35;5
1254411;50.3;5
1254412;50.65;5
1254413;51.0;5
1254414;50.0;5
1254415;49.1;5
1254416;48.2;5
1254417;47.85;5
1254418;47.45;5
1254419;46.95;5
1254420;44.95;4
1254421;44.45;4
1254422;43.0;4
1254423;43.05;4
1254424;43.3;4
1254425;43.55;4
1254426;45.1;5
1254427;44.2;4
1254428;42.95;4
1254429;41.95;3
1254430;42.0;3
1254431;42.05;4
1254432;42.9;4
1254433;43.85;4
1254434;44.9;4
1254435;46.05263157894737;5
1254436;47.15;5
1254437;47.65;5
1254438;48.4;5
1254439;49.15;5
1254440;49.75;5
1254441;50.4;5
1254442;50.9;5
1254443;51.15;5
1254444;51.35;5
1254445;51.35;5
1254446;51.7;5
1254447;52.05;5
1254448;52.55;5
1254449;53.0;5
1254450;53.4;5
1254451;53.9;5
1254452;53.95;5
1254453;54.45;5
1254454;54.5;5
1254455;54.75;5
1254456;54.5;5
1254457;54.5;5
1254458;55.05;4
1254459;55.0;4
1254460;55.15;4
1254461;55.2;4
1254462;55.3;4
1254463;55.89473684210526;4
1254464;56.15;4
1254465;56.2;4
1254466;56.35;4
1254467;56.5;4
1254468;57.05;4
1254469;57.95;4
1254470;58.3;3
1254471;59.5;3
1254472;58.15;3
1254473;56.95;4
1254474;55.85;4
1254475;53.25;5
1254476;49.9;5
1254477;48.85;5
1254478;47.35;5
1254479;46.25;5
1254480;45.15;5
1254481;44.9;4
1254482;44.95;4
1254483;44.9;4
1254484;44.8;4
1254485;44.65;4
1254486;44.9;4
1254487;45.6;5
1254488;45.15;5
1254489;45.2;5
1254490;44.6;4
