timestamp;temp;confort
69681;24.14034328358208;4
69682;23.66815144766143;4
69683;21.70699388209126;5
69684;21.326322383073503;5
69685;22.8253918843802;5
69686;23.783757660167108;4
69687;21.948415924276205;5
69688;21.39534463590884;5
69689;24.564086350974936;3
69690;26.802923846581482;2
69691;24.10490256124725;4
69692;23.376884380211198;4
69693;22.5504002223457;5
69694;23.877479108635118;4
69695;21.458292479108625;5
69696;20.309174541411863;4
69697;22.57729955456571;5
69698;22.498526959421863;5
69699;20.249613028953224;4
69700;19.09754863813227;3
69701;20.853037904124847;5
69702;21.36379933296278;5
69703;19.296497772828506;3
69704;18.955653140633704;3
69705;20.219768930957642;4
69706;20.337376044568256;4
69707;19.673182323513068;4
69708;19.35739142538978;3
69709;21.095448467966555;5
69710;20.598554752640347;4
69711;19.73517260579066;4
69712;18.764325905292466;3
69713;20.115075041689803;4
69714;21.61364699331846;5
69715;19.908176764869353;4
69716;18.63514484679666;3
69717;20.38384743875282;4
69718;23.328868186874335;4
69719;19.76699610244987;4
69720;18.978413007226205;3
69721;23.32720678154533;4
69722;25.30647550111361;3
69723;22.003833518930985;5
69724;20.86372565386756;5
69725;24.083530066815037;4
69726;23.4211450806003;4
69727;21.741586859688237;5
69728;20.329933252427168;4
69729;23.25807392996106;4
69730;25.717725501113588;3
69731;22.870636464702624;5
69732;21.333853006681558;5
69733;23.97402113459399;4
69734;26.408509749303672;2
69735;23.0680651447661;5
69736;21.684613674263478;5
69737;22.827317913385826;5
69749;28.160157894736848;0
69750;26.284021678710314;2
69751;23.361650917176224;4
69752;22.04113028953231;5
69753;25.81638176638176;3
69754;26.930634831460633;2
69755;24.273610339077276;4
69756;23.385138966092295;4
69757;22.12386414253896;5
69758;21.404969427459726;5
69759;20.75948860478045;4
69760;20.36805089485457;4
69761;22.4009866592551;5
69762;22.139841578654764;5
69763;21.75863028953233;5
69764;21.638504724847103;5
69765;23.291765033407554;4
69766;23.062761401557324;5
69767;22.763481894150367;5
69768;22.424816258351854;5
69769;23.170933852140067;5
69770;24.45156058068118;4
69771;22.842682045580933;5
69772;22.36566462736377;5
69773;24.50595768374164;3
69774;25.409688542825368;3
69775;22.382060133630343;5
69776;20.850169821826288;5
69777;23.83770983879937;4
69778;25.048019498607275;3
69779;21.906045025013903;5
69780;19.462957198443593;3
69781;22.173983286908065;5
69782;22.407217898832705;5
69783;20.159493036211703;4
69784;18.658460467706018;3
69785;20.274174541411902;4
69786;21.627664253897557;5
69787;19.16273207337405;3
69788;17.936981656475794;2
69789;20.16054626532887;4
69790;21.7531156197888;5
69791;19.688588530066802;4
69792;18.73667594654788;3
69793;22.456881600889425;5
69794;23.348649777282862;4
69795;20.741307007786386;4
69796;19.859167130919225;4
69797;21.389181514476583;5
69798;22.798249027237322;5
69799;20.238170935411965;4
69800;18.32053362979432;3
69801;22.51109470752085;5
69802;25.117506948304612;3
69803;21.828453837597316;5
69804;21.08340200445434;5
69805;24.16910077950998;4
69806;24.424030016675935;4
69807;21.38387743732588;5
69808;19.697267926625905;4
69809;24.03294821826277;4
69810;25.249947192884903;3
69811;22.52926740947073;5
69812;21.56581156197888;5
69813;23.14490529247913;5
69814;23.800375208449122;4
69815;22.56954899777284;5
69816;22.249356904231593;5
69817;24.100983879933242;4
69818;24.751604456824484;3
69819;23.0573899721448;5
69820;22.394941504178224;5
69821;24.893669265033438;3
69822;26.1869689119171;2
69823;23.0412306900103;5
69824;22.942709838799345;5
69825;24.63534741523069;3
69826;24.957951639799894;3
69827;23.392137298499176;4
69828;23.28262090050027;4
69829;25.63505567928741;3
69830;25.987356864924976;3
69831;23.462982212340233;4
69832;22.09171484157871;5
69833;23.940831017231787;4
69834;23.66753474152304;4
69835;21.808364849833133;5
69836;20.631951559019996;4
69837;23.837843246247992;4
69838;24.06996664813788;4
69839;22.33299332962756;5
69840;21.275186214563647;5
69841;21.717498610339035;5
69842;20.761653674832967;4
69843;20.017651473040583;4
69844;19.10073096164534;3
69845;19.797153974430227;4
69846;19.39399777282853;3
69847;18.44950778642941;3
69848;18.244785992217885;3
69849;20.161504449388158;4
69850;20.4845358532518;4
69851;18.893838243468554;3
69852;18.23314587973273;3
69853;18.85764501160094;3
69882;21.6675;5
69889;14.76;0
69965;20.559640974967074;4
70029;19.700713319810685;4
70030;19.88031180400888;4
70031;17.411639799888814;2
70032;17.037456920511396;2
70033;19.69057254030016;4
70034;19.502167871039465;4
70035;16.546703724291284;1
70036;15.906617565314074;0
70037;16.103271158129203;1
70038;16.375825458588096;1
70039;15.675825458588045;0
70040;15.720227904391368;0
70041;15.954516397998912;0
70042;16.045441912173416;1
70043;15.721534185658678;0
70044;16.35939688715952;1
70045;18.863688752783965;3
70046;19.150739299610905;3
70047;16.016047804335795;1
70048;15.449947192884894;0
70049;18.316918760021338;3
70050;18.638110061145085;3
70051;15.240233463035038;0
70052;14.63167315175099;0
70053;18.066478599221814;3
70054;19.433231810490717;3
70055;17.542087270705967;2
70056;17.159827394209348;2
70057;19.80156753752086;4
70058;19.80105614230131;4
70059;17.72189827682047;2
70060;16.478201778765964;1
70061;18.914246803779875;3
70062;18.832338888888895;3
70063;16.075230683713183;1
70064;15.188999444135563;0
70065;15.30758754863815;0
70066;15.25906685236767;0
70067;14.565906058921612;0
70068;14.403351862145605;0
70069;14.927597330367082;0
70070;15.380286270150094;0
70071;15.230603112840475;0
70072;15.426508908685967;0
70073;18.125636464702623;3
70074;18.265625347415238;3
70075;15.609146748193458;0
70076;14.573404669260702;0
70077;17.82627570872705;2
70078;18.53988326848251;3
70079;15.539479398663698;0
70080;15.18425;0
70081;17.88660537482319;2
70113;13.704755877034374;0
70114;13.500233463034995;0
70115;12.989252362423542;0
70116;13.105914905450469;0
70117;13.72026125625347;0
70118;14.350252873563182;0
70119;14.223237909949926;0
70120;14.1686798221234;0
70121;15.839699833240687;0
70122;16.552306837131752;1
70123;14.45415367483297;0
70124;13.323371317398504;0
70125;14.161503613118409;0
70126;15.6585630906059;0
70127;13.95539466370202;0
70128;13.244596998332453;0
70129;13.964525813692461;0
70130;14.385617009449685;0
70131;13.854519177320752;0
70132;13.642834908282357;0
70133;14.066814897165061;0
70134;15.453182071269504;0
70135;15.810928293496374;0
70136;16.23354919399666;1
70137;16.48338799332963;1
70138;16.56602001111731;1
70139;16.073171206225673;1
70140;16.986453585325126;1
70141;17.145300166759295;2
70142;17.553923804226937;2
70143;16.63829071706506;1
70144;15.584301224944358;0
70145;15.95116175653138;0
70146;17.614788771539757;2
70147;16.13214007782097;1
70148;15.76058643690941;0
70149;15.776864924958298;0
70150;17.236042245692044;2
70151;17.71738333333334;2
70152;18.36520879732739;3
70153;19.16489160644798;3
70154;19.353902167871006;3
70155;18.566759310728177;3
70156;18.242565314063363;3
70157;19.228846581434127;3
70158;19.70976336302894;4
70159;17.38632573652031;2
70160;16.59568093385212;1
70161;19.551567537520864;4
70162;20.995155316606912;5
70163;19.046622641509455;3
70164;17.09482490272373;2
70165;20.048251806559183;4
70166;20.65197331851029;4
70167;17.707117843246234;2
70168;16.653478260869573;1
70169;19.217048360200128;3
70170;19.37374374652581;3
70171;16.594437639198233;1
70172;16.191303501945505;1
70173;18.91560589216232;3
70174;19.250283490828238;3
70175;15.98799888827125;0
70176;15.178476931628676;0
70177;15.880186214563672;0
70178;16.346506392440247;1
70179;15.735372429127265;0
70180;15.567576431350764;0
70181;15.769149054504993;0
70182;16.04961024498884;1
70183;15.505147304057783;0
70184;15.703932740411362;0
70185;18.523219237435015;3
70186;19.707565314063352;4
70187;17.38740967204005;2
70188;17.153565869927757;2
70189;19.271007795100246;3
70190;19.82226792662584;4
70191;17.73605892162313;2
70192;16.33877709838799;1
70193;18.744419121734285;3
70194;18.970233463034994;3
70195;16.340459354120284;1
70196;15.866105555555567;0
70197;19.27627848804892;3
70198;20.418916064480264;4
70199;17.59968593663145;2
70200;17.125405780989418;2
70201;19.584282934963866;4
70202;19.552586302895303;4
70203;17.044808226792643;2
70204;16.04675375208449;1
70205;16.306964980544752;1
70206;16.520464404894337;1
70207;16.62516675931075;1
70208;16.615225125069514;1
70209;16.700345211581293;1
70210;16.696859366314605;1
70211;16.35520844913842;1
70212;16.58300444691502;1
70213;19.026773207337406;3
70214;19.27194830461367;3
70215;17.10308782657029;2
70216;16.59679008908686;1
70217;20.254694274596957;4
70218;20.540928093645498;4
70219;18.428996664813795;3
70220;17.098048916064506;2
70221;21.514216231239605;5
70222;21.523287937743213;5
70223;18.76141467481933;3
70224;18.478927181767666;3
70225;21.455013896609216;5
70226;21.4610005558644;5
70227;18.288705456570156;3
70228;16.944647026125658;1
70229;19.92859366314622;4
70230;19.769282536151287;4
70231;16.973551973318493;1
70232;15.914032795997802;0
70233;15.778279599777658;0
70234;16.299596998332415;1
70235;15.200341856586991;0
70236;14.570949331848531;0
70237;15.532248471372998;0
70238;16.39231239577545;1
70239;15.669341300722628;0
70240;15.781231239577519;0
70241;18.780853251806587;3
70242;19.6298582545859;4
70243;16.505317371937654;1
70244;16.06378265703171;1
70245;19.745536409116177;4
70246;20.929107837687635;5
70247;17.532390216787093;2
70248;16.86996108949416;1
70249;21.516889259877548;5
70250;21.402529182879373;5
70251;18.111837131739865;3
70252;17.28921901056139;2
70253;20.043557422969176;4
70254;20.37854641467481;4
70255;17.060466926070028;2
70256;16.34429008908685;1
70257;20.03831573096164;4
70258;19.760794886047783;4
70259;16.536125625347452;1
70260;15.60907119021137;0
70261;16.107473596442492;1
70262;16.696773207337376;1
70263;15.906498054474705;0
70264;15.406973318510268;0
70265;15.886659255141753;0
70266;16.391728841870822;1
70267;15.654772095608665;0
70268;15.82267370761534;0
70269;19.348160088938354;3
70270;19.649382990550322;4
70271;16.601367426347952;1
70272;15.30022234574761;0
70273;18.904485825458604;3
70274;19.902748749305147;4
70275;15.857725000000045;0
70276;14.91537305122496;0
70277;19.81162312395772;4
70278;20.230836575875514;4
70279;15.9046525847693;0
70280;15.347857142857155;0
70281;19.442173429683148;3
70282;19.194310728182334;3
70283;15.561681489716507;0
70284;15.023736080178177;0
70285;20.064519177320754;4
70286;20.637982212340173;4
70287;15.922859922178997;0
70288;15.323274041133947;0
70289;18.661673151750996;3
70290;18.92168426903835;3
70291;15.797239554317573;0
70292;16.043454697053892;1
70293;19.832748749305185;4
70294;19.42784324624792;3
70295;16.487190105614218;1
70296;16.002687604224565;1
70297;19.346200667037266;3
70298;19.32113674263479;3
70299;16.15305957683742;1
70300;15.192929405225096;0
70301;19.70559477487494;4
70302;20.462092829349643;4
70303;16.259496942745983;1
70304;16.014305169538638;1
70305;21.197865480822692;5
70306;21.76672040022237;5
70307;18.096606448026705;3
70308;17.83444691495275;2
70309;22.26663140311806;5
70310;22.45785714285717;5
70311;19.473246247915455;3
70312;18.387042801556404;3
70313;22.108665925514174;5
70314;23.20405503057252;4
70315;19.59509171762092;4
70316;18.583597222222245;3
70317;17.792879377431937;2
70318;18.25770044543427;3
70319;17.00879377431908;2
70320;15.968588104502537;0
70321;16.561109566184623;1
70322;16.885169538632585;1
70323;16.348499166203435;1
70324;16.561197887715387;1
70325;20.22876113585743;4
70326;20.941803779877716;5
70327;17.40272651473038;2
70328;16.791006114508047;1
70329;19.862745969983308;4
70330;20.291792662590304;4
70331;17.147754307948873;2
70332;16.311063474387527;1
70333;19.977543079488594;4
70334;20.623524180100027;4
70335;16.393340744858257;1
70336;15.434307948860448;0
70337;19.127565314063418;3
70338;19.442853563474426;3
70339;16.09008615897724;1
70340;15.633696498054467;0
70341;20.501331295164004;4
70342;20.408385214007787;4
70343;15.963746525847721;0
70344;14.257456920511366;0
70345;15.222498607242327;0
70346;16.619791550861592;1
70347;15.073415786548082;0
70348;14.578704836020046;0
70349;14.868001667593104;0
70350;15.608993885491929;0
70351;13.8480516953863;0
70352;12.843825167037936;0
70353;13.535883824346861;0
70354;14.812451361867712;0
70355;13.582611111111087;0
70356;13.20466092273482;0
70357;14.203322475570012;0
70358;13.443335962145108;0
70359;12.351569444444445;0
70360;12.40383437717467;0
70361;12.968604166666662;0
70362;13.248118055555533;0
70363;13.105805555555516;0
70364;13.232868055555542;0
70365;15.123610097323597;0
70366;15.485928293496375;0
70367;15.085574136008916;0
70368;13.607306837131746;0
70369;14.211731517509728;0
70370;16.19575041689827;1
70371;14.567401334074471;0
70372;14.225767092829333;0
70373;16.04328229398664;1
70374;19.073879933296283;3
70375;17.442957198443597;2
70376;17.12786548082262;2
70377;18.161434130072237;3
