timestamp;hum;confort
418090;42.166666666666664;4
418091;40.71666666666667;3
418092;40.15;3
418093;39.13333333333333;3
418094;37.8;3
418095;36.733333333333334;2
418096;38.65;3
418097;40.3;3
418098;42.43333333333333;4
418099;45.85;5
418100;48.016666666666666;5
418101;49.95;5
418102;51.516666666666666;5
418103;52.083333333333336;5
418104;52.03389830508475;5
418105;52.833333333333336;5
418106;53.18333333333333;5
418107;54.2;5
418108;53.55;5
418109;50.61666666666667;5
418110;49.483333333333334;5
418111;48.61666666666667;5
418112;46.28333333333333;5
418113;44.36666666666667;4
418114;42.3;4
418115;41.95;3
418116;41.57627118644068;3
418117;40.21666666666667;3
418118;39.733333333333334;3
418119;38.6;3
418120;39.88333333333333;3
418121;41.75;3
418122;42.233333333333334;4
418123;43.0;4
418124;43.86666666666667;4
418125;44.9;4
418126;45.389830508474574;5
418127;46.0;5
418128;46.68333333333333;5
418129;46.93333333333333;5
418130;47.38333333333333;5
418131;47.75;5
418132;48.11666666666667;5
418133;48.63333333333333;5
418134;49.18333333333333;5
418135;50.610169491525426;5
418136;50.78333333333333;5
418137;50.65;5
418138;49.1;5
418139;47.416666666666664;5
418140;44.13333333333333;4
418141;43.3;4
418142;44.083333333333336;4
418143;42.0;3
418144;43.88333333333333;4
418145;46.96610169491525;5
418146;49.1;5
418147;50.81666666666667;5
418148;51.46666666666667;5
418149;52.53333333333333;5
418150;53.75;5
418151;54.56666666666667;5
418152;54.68333333333333;5
418153;55.11666666666667;4
418154;55.779661016949156;4
418155;56.35;4
418156;57.766666666666666;4
418157;58.2;3
418158;53.0;5
418159;47.483333333333334;5
418160;45.0;4
418161;44.78333333333333;4
418162;45.21666666666667;5
418163;44.65;4
418164;42.54237288135593;4
418165;39.36666666666667;3
418166;38.75;3
418167;35.65;2
418168;36.666666666666664;2
418169;39.06666666666667;3
418170;41.3;3
418171;42.9;4
418172;43.31666666666667;4
418173;43.13559322033898;4
418174;42.61666666666667;4
418175;43.0;4
418176;43.03333333333333;4
418177;43.15;4
418178;43.11666666666667;4
418179;46.18333333333333;5
418180;46.56666666666667;5
418181;46.81666666666667;5
418182;43.28813559322034;4
418183;41.45;3
418184;38.766666666666666;3
418185;37.333333333333336;3
418186;39.95;3
418187;42.3;4
418188;44.516666666666666;4
418189;41.28333333333333;3
418190;40.916666666666664;3
418191;43.5;4
418192;45.59322033898305;5
418193;46.61666666666667;5
418194;46.35;5
418195;46.016666666666666;5
418196;46.55;5
418197;47.03333333333333;5
418198;47.016666666666666;5
418199;47.0;5
418200;47.016666666666666;5
418201;46.766666666666666;5
418202;46.6271186440678;5
418203;46.583333333333336;5
418204;46.5;5
418205;46.6;5
418206;47.016666666666666;5
418207;46.0;5
418208;43.18333333333333;4
418209;40.333333333333336;3
418210;39.61666666666667;3
418211;39.847457627118644;3
418212;38.65;3
418213;38.11666666666667;3
418214;36.06666666666667;2
418215;35.31666666666667;2
418216;37.05;3
418217;38.31666666666667;3
418218;39.46666666666667;3
418219;40.666666666666664;3
418220;41.333333333333336;3
418221;42.016666666666666;4
418222;42.1;4
418223;42.016666666666666;4
418224;42.05;4
418225;42.03333333333333;4
418226;41.88135593220339;3
418227;41.266666666666666;3
418228;41.333333333333336;3
418229;41.2;3
418230;41.916666666666664;3
418231;43.083333333333336;4
418232;43.3;4
418233;43.46666666666667;4
418234;44.21666666666667;4
418235;45.666666666666664;5
418236;47.35;5
418237;47.35;5
418238;47.233333333333334;5
418239;49.45762711864407;5
418240;50.333333333333336;5
418241;51.233333333333334;5
418242;51.53333333333333;5
418243;51.25;5
418244;51.016666666666666;5
418245;51.416666666666664;5
418246;52.85;5
418247;54.18333333333333;5
418248;54.93333333333333;5
418249;55.86440677966102;4
418250;56.1;4
418251;56.45;4
418252;57.05;4
418253;57.983333333333334;4
418254;58.46666666666667;3
418255;56.1;4
418256;54.11666666666667;5
418257;53.45;5
418258;52.96610169491525;5
418259;53.13333333333333;5
418260;52.016666666666666;5
418261;55.1;4
418262;55.1;4
418263;53.53333333333333;5
418264;53.25;5
418265;54.55;5
418266;55.36666666666667;4
418267;55.81666666666667;4
418268;56.233333333333334;4
418269;56.71666666666667;4
418270;56.516666666666666;4
418271;56.03333333333333;4
418272;55.28813559322034;4
418273;54.416666666666664;5
418274;53.81666666666667;5
418275;53.3;5
418276;53.28333333333333;5
418277;53.46666666666667;5
418278;53.45;5
418279;51.38333333333333;5
418280;48.65;5
418281;46.2;5
418282;43.25;4
418283;40.15;3
418284;38.166666666666664;3
418285;37.13333333333333;3
